case,source_platform,rating_1_5,text,stance,theme_codes,pulled_by,post_date,has_text,unnamed_9,post_date_norm,year,ym,rating_1_5_num
DAA,YandexMaps,5,Отличное место.,positive,atmosphere,Mariia,2020-06-24 00:00:00,yes,NA,2020-06-24,2020,2020-06,5
DAA,YandexMaps,5,"Большой выбор производителей мебели на заказ, отделочные материалы лучших производителей",positive,commerce,Mariia,2020-07-28 00:00:00,yes,NA,2020-07-28,2020,2020-07,5
DAA,YandexMaps,5,"Большой выбор производителей мебели на заказ, отделочные материалы лучших производителей",positive,retail,Mariia,2020-07-28 00:00:00,yes,NA,2020-07-28,2020,2020-07,5
DAA,YandexMaps,3,Большой торговый центр. Нужно больше общественных пространств,mixed,commerce,Mariia,2020-08-30 00:00:00,yes,NA,2020-08-30,2020,2020-08,3
DAA,YandexMaps,3,Большой торговый центр. Нужно больше общественных пространств,mixed,infrastructure,Mariia,2020-08-30 00:00:00,yes,NA,2020-08-30,2020,2020-08,3
DAA,YandexMaps,3,Большой торговый центр. Нужно больше общественных пространств,mixed,public_space,Mariia,2020-08-30 00:00:00,yes,NA,2020-08-30,2020,2020-08,3
DAA,YandexMaps,5,Хороший мебельный Базар),positive,commerce,Mariia,2020-08-28 00:00:00,yes,NA,2020-08-28,2020,2020-08,5
DAA,YandexMaps,5,Хороший мебельный Базар),positive,retail,Mariia,2020-08-28 00:00:00,yes,NA,2020-08-28,2020,2020-08,5
DAA,YandexMaps,5,отличная площадка под выставки,positive,reuse,Mariia,2020-09-19 00:00:00,yes,NA,2020-09-19,2020,2020-09,5
DAA,YandexMaps,5,отличная площадка под выставки,positive,events,Mariia,2020-09-19 00:00:00,yes,NA,2020-09-19,2020,2020-09,5
DAA,YandexMaps,5,"Интересное место с приятными кафе, красивыми муралами и инсталляциями",positive,reuse,Mariia,2020-09-15 00:00:00,yes,NA,2020-09-15,2020,2020-09,5
DAA,YandexMaps,5,"Интересное место с приятными кафе, красивыми муралами и инсталляциями",positive,culture,Mariia,2020-09-15 00:00:00,yes,NA,2020-09-15,2020,2020-09,5
DAA,YandexMaps,5,"Интересное место с приятными кафе, красивыми муралами и инсталляциями",positive,food,Mariia,2020-09-15 00:00:00,yes,NA,2020-09-15,2020,2020-09,5
DAA,YandexMaps,5,"Интересное место с приятными кафе, красивыми муралами и инсталляциями",positive,art,Mariia,2020-09-15 00:00:00,yes,NA,2020-09-15,2020,2020-09,5
DAA,YandexMaps,4,Пространство для дизайнеров и творческих людей.,positive,reuse,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,4
DAA,YandexMaps,4,Пространство для дизайнеров и творческих людей.,positive,design,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,4
DAA,YandexMaps,4,Пространство для дизайнеров и творческих людей.,positive,creative,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,4
DAA,YandexMaps,3,Большой слой пыли на трубах и стеклах портит общий вид,negative,infrastructure,Mariia,2020-09-27 00:00:00,yes,NA,2020-09-27,2020,2020-09,3
DAA,YandexMaps,3,Большой слой пыли на трубах и стеклах портит общий вид,negative,cleanliness,Mariia,2020-09-27 00:00:00,yes,NA,2020-09-27,2020,2020-09,3
DAA,YandexMaps,5,Один из лучших дизайн центров!,positive,reuse,Mariia,2020-10-18 00:00:00,yes,NA,2020-10-18,2020,2020-10,5
DAA,YandexMaps,5,Один из лучших дизайн центров!,positive,design,Mariia,2020-10-18 00:00:00,yes,NA,2020-10-18,2020,2020-10,5
DAA,YandexMaps,5,Один из лучших дизайн центров!,positive,reputation,Mariia,2020-10-18 00:00:00,yes,NA,2020-10-18,2020,2020-10,5
DAA,YandexMaps,5,Классное пространство для выставок и инсталляций.,positive,reuse,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,5
DAA,YandexMaps,5,Классное пространство для выставок и инсталляций.,positive,events,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,5
DAA,YandexMaps,5,Классное пространство для выставок и инсталляций.,positive,art,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,5
DAA,YandexMaps,4,Был на выставке в этом комплексе. Нормально.,neutral,reuse,Mariia,2020-09-15 00:00:00,yes,NA,2020-09-15,2020,2020-09,4
DAA,YandexMaps,4,Был на выставке в этом комплексе. Нормально.,neutral,events,Mariia,2020-09-15 00:00:00,yes,NA,2020-09-15,2020,2020-09,4
DAA,YandexMaps,5,"[только звёзды, без текста]",positive,none,Mariia,2020-09-15 00:00:00,no,NA,2020-09-15,2020,2020-09,5
DAA,YandexMaps,5,Большой выбор предметов интерьера,positive,commerce,Mariia,2021-01-27 00:00:00,yes,NA,2021-01-27,2021,2021-01,5
DAA,YandexMaps,5,Большой выбор предметов интерьера,positive,retail,Mariia,2021-01-27 00:00:00,yes,NA,2021-01-27,2021,2021-01,5
DAA,YandexMaps,5,Место силы для дизайнера))),positive,reuse,Mariia,2021-01-21 00:00:00,yes,NA,2021-01-21,2021,2021-01,5
DAA,YandexMaps,5,Место силы для дизайнера))),positive,design,Mariia,2021-01-21 00:00:00,yes,NA,2021-01-21,2021,2021-01,5
DAA,YandexMaps,5,Место силы для дизайнера))),positive,identity,Mariia,2021-01-21 00:00:00,yes,NA,2021-01-21,2021,2021-01,5
DAA,YandexMaps,2,Простому человеку сюда нет смысла придти. Менеджеры избалованы… Цены заоблачные… место для удовлетворения ЧСВ.,negative,commerce,Mariia,2021-02-02 00:00:00,yes,NA,2021-02-02,2021,2021-02,2
DAA,YandexMaps,2,Простому человеку сюда нет смысла придти. Менеджеры избалованы… Цены заоблачные… место для удовлетворения ЧСВ.,negative,elitism,Mariia,2021-02-02 00:00:00,yes,NA,2021-02-02,2021,2021-02,2
DAA,YandexMaps,2,Простому человеку сюда нет смысла придти. Менеджеры избалованы… Цены заоблачные… место для удовлетворения ЧСВ.,negative,service_quality,Mariia,2021-02-02 00:00:00,yes,NA,2021-02-02,2021,2021-02,2
DAA,YandexMaps,4,С виду красиво и креативно.,positive,reuse,Mariia,2021-02-17 00:00:00,yes,NA,2021-02-17,2021,2021-02,4
DAA,YandexMaps,4,С виду красиво и креативно.,positive,atmosphere,Mariia,2021-02-17 00:00:00,yes,NA,2021-02-17,2021,2021-02,4
DAA,YandexMaps,4,С виду красиво и креативно.,positive,design,Mariia,2021-02-17 00:00:00,yes,NA,2021-02-17,2021,2021-02,4
DAA,YandexMaps,5,"Рынок ""дизайнерского"" интерьера.",positive,commerce,Mariia,2021-02-15 00:00:00,yes,NA,2021-02-15,2021,2021-02,5
DAA,YandexMaps,5,"Рынок ""дизайнерского"" интерьера.",positive,design,Mariia,2021-02-15 00:00:00,yes,NA,2021-02-15,2021,2021-02,5
DAA,YandexMaps,5,Центр с люксовыми компаниями для ремонта,positive,commerce,Mariia,2021-03-19 00:00:00,yes,NA,2021-03-19,2021,2021-03,5
DAA,YandexMaps,5,Центр с люксовыми компаниями для ремонта,positive,luxury,Mariia,2021-03-19 00:00:00,yes,NA,2021-03-19,2021,2021-03,5
DAA,YandexMaps,5,Центр с люксовыми компаниями для ремонта,positive,services,Mariia,2021-03-19 00:00:00,yes,NA,2021-03-19,2021,2021-03,5
DAA,YandexMaps,5,"Хорошая мебель, был там на ножевом фесте.",positive,commerce,Mariia,2021-03-10 00:00:00,yes,NA,2021-03-10,2021,2021-03,5
DAA,YandexMaps,5,"Хорошая мебель, был там на ножевом фесте.",positive,events,Mariia,2021-03-10 00:00:00,yes,NA,2021-03-10,2021,2021-03,5
DAA,YandexMaps,5,"Много разных шоурумов с эксклюзивной продукцией. Интересно и для выбора, и для просмотра.",positive,commerce,Mariia,2021-03-30 00:00:00,yes,NA,2021-03-30,2021,2021-03,5
DAA,YandexMaps,5,"Много разных шоурумов с эксклюзивной продукцией. Интересно и для выбора, и для просмотра.",positive,retail,Mariia,2021-03-30 00:00:00,yes,NA,2021-03-30,2021,2021-03,5
DAA,YandexMaps,5,"Много разных шоурумов с эксклюзивной продукцией. Интересно и для выбора, и для просмотра.",positive,exclusive,Mariia,2021-03-30 00:00:00,yes,NA,2021-03-30,2021,2021-03,5
DAA,YandexMaps,5,Прекрасное место с большим выбором интересной и эксклюзивной мебели. Рекомендую!,positive,commerce,Mariia,2021-03-28 00:00:00,yes,NA,2021-03-28,2021,2021-03,5
DAA,YandexMaps,5,Прекрасное место с большим выбором интересной и эксклюзивной мебели. Рекомендую!,positive,exclusive,Mariia,2021-03-28 00:00:00,yes,NA,2021-03-28,2021,2021-03,5
DAA,YandexMaps,5,Прекрасное место с большим выбором интересной и эксклюзивной мебели. Рекомендую!,positive,recommendation,Mariia,2021-03-28 00:00:00,yes,NA,2021-03-28,2021,2021-03,5
DAA,YandexMaps,5,"Узнал о выставке, а её не оказалось. Но был кафе-бар «Вокзал».",mixed,reuse,Mariia,2021-01-19 00:00:00,yes,NA,2021-01-19,2021,2021-01,5
DAA,YandexMaps,5,"Узнал о выставке, а её не оказалось. Но был кафе-бар «Вокзал».",mixed,events,Mariia,2021-01-19 00:00:00,yes,NA,2021-01-19,2021,2021-01,5
DAA,YandexMaps,5,"Узнал о выставке, а её не оказалось. Но был кафе-бар «Вокзал».",mixed,food,Mariia,2021-01-19 00:00:00,yes,NA,2021-01-19,2021,2021-01,5
DAA,YandexMaps,5,Отличное кафе Bazar с очень вкусным кофе и едой! Особенно печенье.,positive,food,Mariia,2020-10-31 00:00:00,yes,NA,2020-10-31,2020,2020-10,5
DAA,YandexMaps,5,Отличное кафе Bazar с очень вкусным кофе и едой! Особенно печенье.,positive,reuse,Mariia,2020-10-31 00:00:00,yes,NA,2020-10-31,2020,2020-10,5
DAA,YandexMaps,5,Интересное место и проект благоустройства… но реставрация идёт очень медленно.,mixed,reuse,Mariia,2020-10-30 00:00:00,yes,NA,2020-10-30,2020,2020-10,5
DAA,YandexMaps,5,Интересное место и проект благоустройства… но реставрация идёт очень медленно.,mixed,restoration,Mariia,2020-10-30 00:00:00,yes,NA,2020-10-30,2020,2020-10,5
DAA,YandexMaps,5,Интересное место и проект благоустройства… но реставрация идёт очень медленно.,mixed,critique,Mariia,2020-10-30 00:00:00,yes,NA,2020-10-30,2020,2020-10,5
DAA,YandexMaps,5,Интересное место и проект благоустройства… но реставрация идёт очень медленно.,mixed,events,Mariia,2020-10-30 00:00:00,yes,NA,2020-10-30,2020,2020-10,5
DAA,YandexMaps,5,Интересное место и проект благоустройства… но реставрация идёт очень медленно.,mixed,commerce,Mariia,2020-10-30 00:00:00,yes,NA,2020-10-30,2020,2020-10,5
DAA,YandexMaps,5,Отличное место. Для дизайна есть всё.,positive,reuse,Mariia,2020-10-22 00:00:00,yes,NA,2020-10-22,2020,2020-10,5
DAA,YandexMaps,5,Отличное место. Для дизайна есть всё.,positive,design,Mariia,2020-10-22 00:00:00,yes,NA,2020-10-22,2020,2020-10,5
DAA,YandexMaps,5,Отличное место. Для дизайна есть всё.,positive,commerce,Mariia,2020-10-22 00:00:00,yes,NA,2020-10-22,2020,2020-10,5
DAA,YandexMaps,5,Один из лучших дизайн центров!,positive,reuse,Mariia,2020-10-18 00:00:00,yes,NA,2020-10-18,2020,2020-10,5
DAA,YandexMaps,5,Один из лучших дизайн центров!,positive,design,Mariia,2020-10-18 00:00:00,yes,NA,2020-10-18,2020,2020-10,5
DAA,YandexMaps,5,Один из лучших дизайн центров!,positive,reputation,Mariia,2020-10-18 00:00:00,yes,NA,2020-10-18,2020,2020-10,5
DAA,YandexMaps,5,Классное пространство для выставок и инсталляций.,positive,reuse,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,5
DAA,YandexMaps,5,Классное пространство для выставок и инсталляций.,positive,events,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,5
DAA,YandexMaps,5,Классное пространство для выставок и инсталляций.,positive,art,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,5
DAA,YandexMaps,4,Пространство для дизайнеров и творческих людей.,positive,reuse,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,4
DAA,YandexMaps,4,Пространство для дизайнеров и творческих людей.,positive,design,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,4
DAA,YandexMaps,4,Пространство для дизайнеров и творческих людей.,positive,creative,Mariia,2020-09-28 00:00:00,yes,NA,2020-09-28,2020,2020-09,4
DAA,YandexMaps,3,Большой слой пыли на трубах и стеклах портит общий вид,negative,infrastructure,Mariia,2020-09-27 00:00:00,yes,NA,2020-09-27,2020,2020-09,3
DAA,YandexMaps,3,Большой слой пыли на трубах и стеклах портит общий вид,negative,cleanliness,Mariia,2020-09-27 00:00:00,yes,NA,2020-09-27,2020,2020-09,3
DAA,YandexMaps,5,Отличная площадка под выставки,positive,reuse,Mariia,2020-09-19 00:00:00,yes,NA,2020-09-19,2020,2020-09,5
DAA,YandexMaps,5,Отличная площадка под выставки,positive,events,Mariia,2020-09-19 00:00:00,yes,NA,2020-09-19,2020,2020-09,5
DAA,YandexMaps,5,"Интересное место с приятными кафе, красивыми муралами и инсталляциями",positive,reuse,Mariia,2020-09-15 00:00:00,yes,NA,2020-09-15,2020,2020-09,5
DAA,YandexMaps,5,"Интересное место с приятными кафе, красивыми муралами и инсталляциями",positive,food,Mariia,2020-09-15 00:00:00,yes,NA,2020-09-15,2020,2020-09,5
DAA,YandexMaps,5,"Интересное место с приятными кафе, красивыми муралами и инсталляциями",positive,art,Mariia,2020-09-15 00:00:00,yes,NA,2020-09-15,2020,2020-09,5
DAA,YandexMaps,5,"Интересное место с приятными кафе, красивыми муралами и инсталляциями",positive,events,Mariia,2020-09-15 00:00:00,yes,NA,2020-09-15,2020,2020-09,5
DAA,YandexMaps,5,Хороший мебельный базар,positive,commerce,Mariia,2020-08-28 00:00:00,yes,NA,2020-08-28,2020,2020-08,5
DAA,YandexMaps,5,Хороший мебельный базар,positive,furniture,Mariia,2020-08-28 00:00:00,yes,NA,2020-08-28,2020,2020-08,5
DAA,YandexMaps,3,Большой торговый центр. Нужно больше общественных пространств,neutral,commerce,Mariia,2020-08-30 00:00:00,yes,NA,2020-08-30,2020,2020-08,3
DAA,YandexMaps,3,Большой торговый центр. Нужно больше общественных пространств,neutral,infrastructure,Mariia,2020-08-30 00:00:00,yes,NA,2020-08-30,2020,2020-08,3
DAA,YandexMaps,3,Большой торговый центр. Нужно больше общественных пространств,neutral,public_space,Mariia,2020-08-30 00:00:00,yes,NA,2020-08-30,2020,2020-08,3
DAA,YandexMaps,5,"Большой выбор производителей мебели на заказ, отделочные материалы лучших производителей",positive,commerce,Mariia,2020-07-28 00:00:00,yes,NA,2020-07-28,2020,2020-07,5
DAA,YandexMaps,5,"Большой выбор производителей мебели на заказ, отделочные материалы лучших производителей",positive,furniture,Mariia,2020-07-28 00:00:00,yes,NA,2020-07-28,2020,2020-07,5
DAA,YandexMaps,5,"Большой выбор производителей мебели на заказ, отделочные материалы лучших производителей",positive,materials,Mariia,2020-07-28 00:00:00,yes,NA,2020-07-28,2020,2020-07,5
DAA,YandexMaps,5,Отличное место,positive,general,Mariia,2020-06-24 00:00:00,yes,NA,2020-06-24,2020,2020-06,5
DAA,YandexMaps,5,"Ходим туда на гимнастику. Конечно очень много всяких магазинов,для ремонта,плитки,люстры.парковка большая в нутри.",positive,reuse,Mariia,2021-03-31 00:00:00,yes,NA,2021-03-31,2021,2021-03,5
DAA,YandexMaps,5,"Ходим туда на гимнастику. Конечно очень много всяких магазинов,для ремонта,плитки,люстры.парковка большая в нутри.",positive,sport,Mariia,2021-03-31 00:00:00,yes,NA,2021-03-31,2021,2021-03,5
DAA,YandexMaps,5,"Ходим туда на гимнастику. Конечно очень много всяких магазинов,для ремонта,плитки,люстры.парковка большая в нутри.",positive,commerce,Mariia,2021-03-31 00:00:00,yes,NA,2021-03-31,2021,2021-03,5
DAA,YandexMaps,5,"Ходим туда на гимнастику. Конечно очень много всяких магазинов,для ремонта,плитки,люстры.парковка большая в нутри.",positive,parking,Mariia,2021-03-31 00:00:00,yes,NA,2021-03-31,2021,2021-03,5
DAA,YandexMaps,5,Рай для дизайнеров. Много всего для дизайна в одном месте.,positive,reuse,Mariia,2021-04-11 00:00:00,yes,NA,2021-04-11,2021,2021-04,5
DAA,YandexMaps,5,Рай для дизайнеров. Много всего для дизайна в одном месте.,positive,design,Mariia,2021-04-11 00:00:00,yes,NA,2021-04-11,2021,2021-04,5
DAA,YandexMaps,5,Рай для дизайнеров. Много всего для дизайна в одном месте.,positive,commerce,Mariia,2021-04-11 00:00:00,yes,NA,2021-04-11,2021,2021-04,5
DAA,YandexMaps,5,"Интересно, большой выбор, однозначно приду ещё.",positive,commerce,Mariia,2021-04-02 00:00:00,yes,NA,2021-04-02,2021,2021-04,5
DAA,YandexMaps,5,"Интересно, большой выбор, однозначно приду ещё.",positive,choice,Mariia,2021-04-02 00:00:00,yes,NA,2021-04-02,2021,2021-04,5
DAA,YandexMaps,5,"Интересно, большой выбор, однозначно приду ещё.",positive,atmosphere,Mariia,2021-04-02 00:00:00,yes,NA,2021-04-02,2021,2021-04,5
DAA,YandexMaps,5,"Есть правда интересные студии интерьерных решений, есть из чего выбирать. Но чувство, что пространство никто не продвигает – людей нет вообще. Хотя место-то атмосферное, ему бы пиара хорошего и мероприятий",mixed,reuse,Mariia,2021-04-19 00:00:00,yes,NA,2021-04-19,2021,2021-04,5
DAA,YandexMaps,5,"Есть правда интересные студии интерьерных решений, есть из чего выбирать. Но чувство, что пространство никто не продвигает – людей нет вообще. Хотя место-то атмосферное, ему бы пиара хорошего и мероприятий",mixed,design,Mariia,2021-04-19 00:00:00,yes,NA,2021-04-19,2021,2021-04,5
DAA,YandexMaps,5,"Есть правда интересные студии интерьерных решений, есть из чего выбирать. Но чувство, что пространство никто не продвигает – людей нет вообще. Хотя место-то атмосферное, ему бы пиара хорошего и мероприятий",mixed,commerce,Mariia,2021-04-19 00:00:00,yes,NA,2021-04-19,2021,2021-04,5
DAA,YandexMaps,5,"Есть правда интересные студии интерьерных решений, есть из чего выбирать. Но чувство, что пространство никто не продвигает – людей нет вообще. Хотя место-то атмосферное, ему бы пиара хорошего и мероприятий",mixed,atmosphere,Mariia,2021-04-19 00:00:00,yes,NA,2021-04-19,2021,2021-04,5
DAA,YandexMaps,5,"Есть правда интересные студии интерьерных решений, есть из чего выбирать. Но чувство, что пространство никто не продвигает – людей нет вообще. Хотя место-то атмосферное, ему бы пиара хорошего и мероприятий",mixed,events,Mariia,2021-04-19 00:00:00,yes,NA,2021-04-19,2021,2021-04,5
DAA,YandexMaps,5,"Есть правда интересные студии интерьерных решений, есть из чего выбирать. Но чувство, что пространство никто не продвигает – людей нет вообще. Хотя место-то атмосферное, ему бы пиара хорошего и мероприятий",mixed,critique,Mariia,2021-04-19 00:00:00,yes,NA,2021-04-19,2021,2021-04,5
DAA,YandexMaps,5,Хорошее место. Тут была выставка посвященная 8 марта,positive,reuse,Mariia,2021-04-15 00:00:00,yes,NA,2021-04-15,2021,2021-04,5
DAA,YandexMaps,5,Хорошее место. Тут была выставка посвященная 8 марта,positive,events,Mariia,2021-04-15 00:00:00,yes,NA,2021-04-15,2021,2021-04,5
DAA,YandexMaps,4,"Не везде был, но тут много маленьких дизайнерских конторок, много чего всякого делающих. Сам присматривал реичные перегородки, две из них здесь с принципиально разным подходом к продукту. Свет, мебель, безделушки в интерьер, стоит посетить тем кто делает или готовится к ремонту, прикольная лофт атмосфера.",positive,reuse,Mariia,2021-04-19 00:00:00,yes,NA,2021-04-19,2021,2021-04,4
DAA,YandexMaps,4,"Не везде был, но тут много маленьких дизайнерских конторок, много чего всякого делающих. Сам присматривал реичные перегородки, две из них здесь с принципиально разным подходом к продукту. Свет, мебель, безделушки в интерьер, стоит посетить тем кто делает или готовится к ремонту, прикольная лофт атмосфера.",positive,design,Mariia,2021-04-19 00:00:00,yes,NA,2021-04-19,2021,2021-04,4
DAA,YandexMaps,4,"Не везде был, но тут много маленьких дизайнерских конторок, много чего всякого делающих. Сам присматривал реичные перегородки, две из них здесь с принципиально разным подходом к продукту. Свет, мебель, безделушки в интерьер, стоит посетить тем кто делает или готовится к ремонту, прикольная лофт атмосфера.",positive,commerce,Mariia,2021-04-19 00:00:00,yes,NA,2021-04-19,2021,2021-04,4
DAA,YandexMaps,4,"Не везде был, но тут много маленьких дизайнерских конторок, много чего всякого делающих. Сам присматривал реичные перегородки, две из них здесь с принципиально разным подходом к продукту. Свет, мебель, безделушки в интерьер, стоит посетить тем кто делает или готовится к ремонту, прикольная лофт атмосфера.",positive,atmosphere,Mariia,2021-04-19 00:00:00,yes,NA,2021-04-19,2021,2021-04,4
DAA,YandexMaps,5,Замечательный дизайн интерьеров 😎🤘,positive,design,Mariia,2021-04-30 00:00:00,yes,NA,2021-04-30,2021,2021-04,5
DAA,YandexMaps,5,Замечательный дизайн интерьеров 😎🤘,positive,commerce,Mariia,2021-04-30 00:00:00,yes,NA,2021-04-30,2021,2021-04,5
DAA,YandexMaps,5,Необычно,positive,atmosphere,Mariia,2021-04-23 00:00:00,yes,NA,2021-04-23,2021,2021-04,5
DAA,YandexMaps,5,"Сколько гуляю и каждый раз как будто первый раз, класс!!!",positive,atmosphere,Mariia,2021-05-02 00:00:00,yes,NA,2021-05-02,2021,2021-05,5
DAA,YandexMaps,5,"Сколько гуляю и каждый раз как будто первый раз, класс!!!",positive,exploration,Mariia,2021-05-02 00:00:00,yes,NA,2021-05-02,2021,2021-05,5
DAA,YandexMaps,5,Хороший центр дизайна,positive,reuse,Mariia,2021-04-30 00:00:00,yes,NA,2021-04-30,2021,2021-04,5
DAA,YandexMaps,5,Хороший центр дизайна,positive,design,Mariia,2021-04-30 00:00:00,yes,NA,2021-04-30,2021,2021-04,5
DAA,YandexMaps,5,"Бесконечные коридоры и этажи с офисами фирм, занимающихся дизайном интерьеров, мебели, дверей, света..... Можно напитаться кучей идей",positive,reuse,Mariia,2021-05-04 00:00:00,yes,NA,2021-05-04,2021,2021-05,5
DAA,YandexMaps,5,"Бесконечные коридоры и этажи с офисами фирм, занимающихся дизайном интерьеров, мебели, дверей, света..... Можно напитаться кучей идей",positive,design,Mariia,2021-05-04 00:00:00,yes,NA,2021-05-04,2021,2021-05,5
DAA,YandexMaps,5,"Бесконечные коридоры и этажи с офисами фирм, занимающихся дизайном интерьеров, мебели, дверей, света..... Можно напитаться кучей идей",positive,commerce,Mariia,2021-05-04 00:00:00,yes,NA,2021-05-04,2021,2021-05,5
DAA,YandexMaps,5,"Бесконечные коридоры и этажи с офисами фирм, занимающихся дизайном интерьеров, мебели, дверей, света..... Можно напитаться кучей идей",positive,inspiration,Mariia,2021-05-04 00:00:00,yes,NA,2021-05-04,2021,2021-05,5
DAA,YandexMaps,5,"Очень интересное место для дизайнеров) Много интерьерных салонов, красивый двор и вкусный кофе в bazaar",positive,reuse,Mariia,2021-05-05 00:00:00,yes,NA,2021-05-05,2021,2021-05,5
DAA,YandexMaps,5,"Очень интересное место для дизайнеров) Много интерьерных салонов, красивый двор и вкусный кофе в bazaar",positive,design,Mariia,2021-05-05 00:00:00,yes,NA,2021-05-05,2021,2021-05,5
DAA,YandexMaps,5,"Очень интересное место для дизайнеров) Много интерьерных салонов, красивый двор и вкусный кофе в bazaar",positive,commerce,Mariia,2021-05-05 00:00:00,yes,NA,2021-05-05,2021,2021-05,5
DAA,YandexMaps,5,"Очень интересное место для дизайнеров) Много интерьерных салонов, красивый двор и вкусный кофе в bazaar",positive,food,Mariia,2021-05-05 00:00:00,yes,NA,2021-05-05,2021,2021-05,5
DAA,YandexMaps,5,"Очень интересное место для дизайнеров) Много интерьерных салонов, красивый двор и вкусный кофе в bazaar",positive,atmosphere,Mariia,2021-05-05 00:00:00,yes,NA,2021-05-05,2021,2021-05,5
DAA,YandexMaps,5,"Клали там как-то пару лет назад 70кв метров рулонного газона, держится до сих пор. Отличное место.",positive,reuse,Mariia,2021-05-08 00:00:00,yes,NA,2021-05-08,2021,2021-05,5
DAA,YandexMaps,5,"Клали там как-то пару лет назад 70кв метров рулонного газона, держится до сих пор. Отличное место.",positive,commerce,Mariia,2021-05-08 00:00:00,yes,NA,2021-05-08,2021,2021-05,5
DAA,YandexMaps,5,"Клали там как-то пару лет назад 70кв метров рулонного газона, держится до сих пор. Отличное место.",positive,services,Mariia,2021-05-08 00:00:00,yes,NA,2021-05-08,2021,2021-05,5
DAA,YandexMaps,3,Мало парковочных мест !!!,negative,parking_issue,Mariia,2021-05-17 00:00:00,yes,NA,2021-05-17,2021,2021-05,3
DAA,YandexMaps,4,Организовать стоянку нормальеую для оичных машин работникам офисов,negative,parking_issue,Mariia,2021-05-17 00:00:00,yes,NA,2021-05-17,2021,2021-05,4
DAA,YandexMaps,4,Организовать стоянку нормальеую для оичных машин работникам офисов,negative,infrastructure,Mariia,2021-05-17 00:00:00,yes,NA,2021-05-17,2021,2021-05,4
DAA,YandexMaps,5,"Исключительнейшее место, где ваши фантазии о ремонте воплотятся в жизнь при помощи настоящих профессионалов, но не забудьте с собой кошелёк где сумма потребуется чуть больше, чем, например, в шведском супермаркете.",mixed,reuse,Mariia,2021-05-24 00:00:00,yes,NA,2021-05-24,2021,2021-05,5
DAA,YandexMaps,5,"Исключительнейшее место, где ваши фантазии о ремонте воплотятся в жизнь при помощи настоящих профессионалов, но не забудьте с собой кошелёк где сумма потребуется чуть больше, чем, например, в шведском супермаркете.",mixed,commerce,Mariia,2021-05-24 00:00:00,yes,NA,2021-05-24,2021,2021-05,5
DAA,YandexMaps,5,"Исключительнейшее место, где ваши фантазии о ремонте воплотятся в жизнь при помощи настоящих профессионалов, но не забудьте с собой кошелёк где сумма потребуется чуть больше, чем, например, в шведском супермаркете.",mixed,professionals,Mariia,2021-05-24 00:00:00,yes,NA,2021-05-24,2021,2021-05,5
DAA,YandexMaps,5,"Исключительнейшее место, где ваши фантазии о ремонте воплотятся в жизнь при помощи настоящих профессионалов, но не забудьте с собой кошелёк где сумма потребуется чуть больше, чем, например, в шведском супермаркете.",mixed,cost,Mariia,2021-05-24 00:00:00,yes,NA,2021-05-24,2021,2021-05,5
DAA,YandexMaps,3,Ну такое.... мир дорогих магазинов.,negative,commerce,Mariia,2021-05-23 00:00:00,yes,NA,2021-05-23,2021,2021-05,3
DAA,YandexMaps,3,Ну такое.... мир дорогих магазинов.,negative,cost,Mariia,2021-05-23 00:00:00,yes,NA,2021-05-23,2021,2021-05,3
DAA,YandexMaps,5,"Это ооочень цивильный дизайн-квартал. Уверена, что ради комфорта вся творческая интеллигенция города может бОльшую часть задач комплектации решить именно здесь.",positive,reuse,Mariia,2021-05-24 00:00:00,yes,NA,2021-05-24,2021,2021-05,5
DAA,YandexMaps,5,"Это ооочень цивильный дизайн-квартал. Уверена, что ради комфорта вся творческая интеллигенция города может бОльшую часть задач комплектации решить именно здесь.",positive,design,Mariia,2021-05-24 00:00:00,yes,NA,2021-05-24,2021,2021-05,5
DAA,YandexMaps,5,"Это ооочень цивильный дизайн-квартал. Уверена, что ради комфорта вся творческая интеллигенция города может бОльшую часть задач комплектации решить именно здесь.",positive,commerce,Mariia,2021-05-24 00:00:00,yes,NA,2021-05-24,2021,2021-05,5
DAA,YandexMaps,5,"Это ооочень цивильный дизайн-квартал. Уверена, что ради комфорта вся творческая интеллигенция города может бОльшую часть задач комплектации решить именно здесь.",positive,comfort,Mariia,2021-05-24 00:00:00,yes,NA,2021-05-24,2021,2021-05,5
DAA,YandexMaps,4,Место с хорошим потенциалом. Плохая парковка.,mixed,reuse,Mariia,2021-05-25 00:00:00,yes,NA,2021-05-25,2021,2021-05,4
